Product ID,Product Description,Version,Receipt Date,Product Owner Name,Unit ID,Building,Zone,Aisle,Rack,Level,Total On Hand,Total Marked Pieces
jonathan-test,"test material, human product",,11/02/2023 17:05:00,Meriden Insurance Company,2188,01,Bulk Warehouse Storage,10,2,A,0,0
jonathan-test,"test material, human product",,11/02/2023 17:05:00,Meriden Insurance Company,2189,01,Bulk Warehouse Storage,10,2,B,0,0
product-2,product-2 test scanner,,11/08/2023 18:26:00,Meriden Insurance Company,2191,01,Bulk Warehouse Storage,10,14,C,200,200
product-2,product-2 test scanner,,11/09/2023 11:09:00,Meriden Insurance Company,2193,01,Bulk Warehouse Storage,10,2,B,970,0
product-2,product-2 test scanner,,11/28/2023 11:53:22,Meriden Insurance Company,2226,,,,,,10,0
product-3,product-3 scanner test,,11/08/2023 18:30:00,Meriden Insurance Company,2192,01,Bulk Warehouse Storage,10,15,D,200,0
product-3,product-3 scanner test,,11/28/2023 16:54:07,Meriden Insurance Company,2233,01,Bulk Warehouse Storage,2,8,A,10,0
VR8215S1230/B,JAVELIN GAS VALVE,,11/09/2023 12:56:00,Meriden Insurance Company,2194,01,Racks,10,034,AF,0,0
VR8215S1230/B,JAVELIN GAS VALVE,,11/09/2023 12:56:00,Meriden Insurance Company,2195,01,Racks,10,037,AF,600,600
VR8215S1230/B,JAVELIN GAS VALVE,,11/09/2023 12:56:00,Meriden Insurance Company,2196,01,Racks,10,066,AB,600,600
VR8215S1230/B,JAVELIN GAS VALVE,,11/09/2023 12:56:00,Meriden Insurance Company,2197,01,Racks,10,070,BF,600,600
VR8215S1230/B,JAVELIN GAS VALVE,,11/09/2023 13:09:00,Meriden Insurance Company,2198,01,Racks,10,034,AF,600,600
VR8215S1230/B,JAVELIN GAS VALVE,,11/28/2023 16:54:07,Meriden Insurance Company,2234,01,Bulk Warehouse Storage,2,8,B,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2218,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2219,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2220,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2221,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2224,,,,,,50,50
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2225,,,,,,100,100
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2212,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2213,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2214,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2215,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2216,,,,,,10,10
VR8215S1230/B,JAVELIN GAS VALVE,,11/27/2023 18:57:34,Meriden Insurance Company,2217,,,,,,10,10
WV8840B1158/P,AOSMITH VESTA VALVE,,11/09/2023 13:19:00,Meriden Insurance Company,2199,01,Racks,12,028,AF,200,200
prod_b-2,prod_b-2,,11/13/2023 17:13:00,Meriden Insurance Company,2203,01,Racks,11,002,CF,2,0
prod_b-2,prod_b-2,,11/13/2023 17:13:00,Meriden Insurance Company,2204,01,Racks,11,001,CF,4,0
prod_b-2,prod_b-2,,11/13/2023 17:13:00,Meriden Insurance Company,2205,01,Racks,11,002,CB,4,0
prod_b-2,prod_b-2,,11/13/2023 17:13:00,Meriden Insurance Company,2206,01,Racks,11,001,CB,4,0
prod_b-2,prod_b-2,,11/13/2023 17:13:00,Meriden Insurance Company,2207,01,Racks,11,004,CF,4,0
prod_b-2,prod_b-2,,11/27/2023 18:57:34,Meriden Insurance Company,2222,,,,,,5,5
prod_b-2,prod_b-2,,11/28/2023 11:53:22,Meriden Insurance Company,2227,,,,,,5,5
prod_b-2,prod_b-2,,11/28/2023 16:54:07,Meriden Insurance Company,2235,01,Bulk Warehouse Storage,2,8,C,10,10
test-1234,test-1234,,11/27/2023 14:37:00,Meriden Insurance Company,2209,,,,,,20,0
test-1234,test-1234,,11/27/2023 14:37:00,Meriden Insurance Company,2210,,,,,,30,0
test-1234,test-1234,,11/27/2023 03:00:00,Meriden Insurance Company,2211,01,Bulk Warehouse Storage,2,5,C,1,0
test-1234,test-1234,,11/27/2023 18:57:34,Meriden Insurance Company,2223,,,,,,10,0
test-1234,test-1234,,11/28/2023 11:53:22,Meriden Insurance Company,2228,,,,,,5,0
test-1234,test-1234,,11/28/2023 13:52:04,Meriden Insurance Company,2229,01,Bulk Warehouse Storage,2,6,B,10,10
test-1234,test-1234,,11/28/2023 16:54:07,Meriden Insurance Company,2232,01,Bulk Warehouse Storage,2,7,C,10,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2237,01,Bulk Warehouse Storage,2,6,C,144,1
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2238,01,Bulk Warehouse Storage,2,7,A,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2239,01,Bulk Warehouse Storage,2,7,B,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2240,01,Bulk Warehouse Storage,2,7,D,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2241,01,Bulk Warehouse Storage,2,8,D,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2242,01,Bulk Warehouse Storage,2,9,A,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2261,01,Bulk Warehouse Storage,2,7,D,40,40
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2255,01,Bulk Warehouse Storage,2,12,B,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2256,01,Bulk Warehouse Storage,2,12,C,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2257,01,Bulk Warehouse Storage,2,12,D,144,144
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2258,01,Bulk Warehouse Storage,2,6,C,144,144
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2259,01,Bulk Warehouse Storage,2,7,A,0,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2260,01,Bulk Warehouse Storage,2,7,B,0,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2249,01,Bulk Warehouse Storage,2,10,D,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2250,01,Bulk Warehouse Storage,2,11,A,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2251,01,Bulk Warehouse Storage,2,11,B,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2252,01,Bulk Warehouse Storage,2,11,C,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2253,01,Bulk Warehouse Storage,2,11,D,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2254,01,Bulk Warehouse Storage,2,12,A,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2243,01,Bulk Warehouse Storage,2,9,B,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2244,01,Bulk Warehouse Storage,2,9,C,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2245,01,Bulk Warehouse Storage,2,9,D,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2246,01,Bulk Warehouse Storage,2,10,A,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2247,01,Bulk Warehouse Storage,2,10,B,144,0
fbmd-rd-r1,Home Depot - Fire Blanket 1 Pack - Retail,,09/11/2024 14:53:00,Meriden Insurance Company,2248,01,Bulk Warehouse Storage,2,10,C,144,0
ahmeds awesome airdo,gel to make your hair awesome,awesome version 1,10/04/2024 16:14:00,Meriden Insurance Company,2265,01,Bulk Warehouse Storage,2,13,D,20,3
ahmeds awesome airdo,gel to make your hair awesome,awesome version 1,10/04/2024 16:26:00,Meriden Insurance Company,2269,01,Bulk Warehouse Storage,2,14,D,20,0
ahmeds awesome airdo,gel to make your hair awesome,awesome version 1,10/04/2024 16:33:00,Meriden Insurance Company,2271,01,Bulk Warehouse Storage,2,15,B,2,2
ahmeds awesome airdo,gel to make your hair awesome,awesome version 2,10/04/2024 16:20:00,Meriden Insurance Company,2266,01,Bulk Warehouse Storage,2,14,A,40,0
ahmeds awesome airdo,gel to make your hair awesome,awesome version 2,10/04/2024 16:23:00,Meriden Insurance Company,2268,01,Bulk Warehouse Storage,2,14,C,30,0
ahmeds awesome airdo,gel to make your hair awesome,awesome version 2,10/04/2024 16:31:00,Meriden Insurance Company,2270,01,Bulk Warehouse Storage,2,15,A,10,0
awesome ahmed brush,awesome ahmed brush to make cool hair,,10/04/2024 16:12:00,Meriden Insurance Company,2264,01,Bulk Warehouse Storage,2,13,C,100,5
awesome ahmed hoode,baggy hoodie with ahmed's face,,10/04/2024 16:08:00,Meriden Insurance Company,2263,01,Bulk Warehouse Storage,2,13,B,5,3
awesome ahmed tux,baggy hoodie with ahmed's face (2X),,10/04/2024 16:22:00,Meriden Insurance Company,2267,01,Bulk Warehouse Storage,2,14,B,25,9
awesome ahmed pants,awesome ahmed brush to make cool hair,Version 1,10/04/2024 16:34:00,Meriden Insurance Company,2272,01,Bulk Warehouse Storage,2,15,C,10,10
awesome ahmed pants,awesome ahmed brush to make cool hair,Version 2,10/04/2024 16:02:00,Meriden Insurance Company,2262,01,Bulk Warehouse Storage,2,13,A,10,1
test kit 3,test kit 3,1-1,03/12/2025 17:07:52,Meriden Insurance Company,2273,01,Bulk Warehouse Storage,2,15,D,2,2
JuneProd1224,June's super cool test product :),,06/19/2025 14:47:00,Meriden Insurance Company,2274,01,Racks,11,020,AF,4959,256
FM-ANGIE-2829,ANGIE-SLIDES,,06/26/2025 13:09:00,Meriden Insurance Company,2275,01,East Shelves,S16,013,E,48,1
FM-RGGL-3031,FM-RGGL-3031,,06/26/2025 13:09:00,Meriden Insurance Company,2278,01,East Shelves,S09,05,E,49,2
FM-RGGL-2627,FM-RGGL-2627,,06/26/2025 13:09:00,Meriden Insurance Company,2277,01,East Shelves,S08,20,B,48,3
FM-RGAL-3839,FM-RGAL-3839,,06/26/2025 13:09:00,Meriden Insurance Company,2276,01,East Shelves,S13,013,A,48,3
1120V9J4XLC,Shower Filter Kits,,07/08/2025 14:40:00,Meriden Insurance Company,2279,01,Racks,09,074,AB,244,0
EV-BAGS-FN,EVA Scooter Bags,,07/08/2025 14:50:00,Meriden Insurance Company,2280,01,Racks,05,043,AB,102,0
V1-XBH0-0Z2P,Bath Pillow with 2 Bath Bombs,,07/08/2025 14:51:00,Meriden Insurance Company,2281,01,Racks,08,039,BB,0,0
V1-XBH0-0Z2P,Bath Pillow with 2 Bath Bombs,,07/08/2025 14:51:00,Meriden Insurance Company,2801,01,Racks,08,039,AB,202,0
USA-MER-701236983357-N,Jelly Roll 30pack,,07/10/2025 18:15:00,Meriden Insurance Company,2781,01,Racks,08,076,CF,918,0
RA-RSO-LAMEBEBA1-CG,LARGE MESH BEACH BAG (CELESTE/GREY),,07/10/2025 18:16:00,Meriden Insurance Company,2782,01,Racks,09,056,DB,80,0
RA-RSO-LAMEBEBA1-CG,LARGE MESH BEACH BAG (CELESTE/GREY),,07/10/2025 18:19:00,Meriden Insurance Company,2783,01,Racks,09,056,DB,80,0
RA-RSO-LAMEBEBA1-CG,LARGE MESH BEACH BAG (CELESTE/GREY),,07/10/2025 18:21:00,Meriden Insurance Company,2784,01,Racks,09,056,DB,80,0
RA-RSO-LAMEBEBA1-GP,LARGE MESH BEACH BAG (GREY/PINK),,07/10/2025 18:28:00,Meriden Insurance Company,2786,01,Racks,08,034,EF,549,0
RA-RSO-LAMEBEBA1-BG,LARGE MESH BEACH BAG (BLACK/GREY),,07/10/2025 18:23:00,Meriden Insurance Company,2785,01,Racks,08,026,EF,215,0
RA-RSO-LAMEBEBA1-TO,LARGE MESH BEACH BAG (TURQUOISE/ORANGE),,07/10/2025 18:30:00,Meriden Insurance Company,2787,01,Racks,08,079,DB,73,0
RA-RSO-EVBMKN2-IN,BLOCKING MATS FOR KNITTING (Inches GRID),,07/10/2025 18:33:00,Meriden Insurance Company,2788,01,Racks,06,065,DF,249,0
RA-RSO-EVBMKN2-BUN3-CM,KNIT BLOCKING BUNDLE 3 PARTS (CM GRID),,07/10/2025 18:34:00,Meriden Insurance Company,2789,01,Racks,06,088,AF,22,0
RA-RSO-EVBMKN2-BUN3-IN,KNIT BLOCKING BUNDLE 3 PARTS (Inches GRID),,07/10/2025 18:36:00,Meriden Insurance Company,2790,01,Racks,08,024,DF,570,0
RA-RSO-KNBLCM25,KNITTING BLOCKING COMB SET,,07/10/2025 18:36:00,Meriden Insurance Company,2791,01,Racks,06,087,CF,2756,0
RA-RSO-KNBLCM25-P2,KNITTING BLOCKING COMB SET (2 pack),,07/10/2025 18:38:00,Meriden Insurance Company,2792,01,Racks,05,064,CB,264,0
RA-RSO-SOCKBLOK-P2,SOCK BLOCKERS SET (1 pair),,07/10/2025 18:40:00,Meriden Insurance Company,2793,01,Racks,08,086,CF,2,0
RA-RSO-SOCKBLOK-P4,SOCK BLOCKERS SET (2 pairs),,07/10/2025 18:42:00,Meriden Insurance Company,2794,01,Racks,05,072,BB,44,0
RA-RSO-LYCTNSBAP-LB,"FAMILY BEACH SUNSHADE (Large, Blue)",,07/10/2025 18:43:00,Meriden Insurance Company,2795,01,Racks,11,010,CF,2,0
RA-RSO-LYCTNSBAP-LG,"FAMILY BEACH SUNSHADE (Large, Grey)",,07/10/2025 18:44:00,Meriden Insurance Company,2796,01,Racks,07,091,DB,22,0
RA-RSO-LYCTNSBAP-LI,"FAMILY BEACH SUNSHADE (Large, Pink)",,07/10/2025 18:45:00,Meriden Insurance Company,2797,01,Racks,09,059,CB,210,0
RA-RSO-LYCTNSBAP-LK,"FAMILY BEACH SUNSHADE (Large, Black)",,07/10/2025 18:47:00,Meriden Insurance Company,2798,01,Racks,07,092,BB,164,0
007-05-179,Container: Box [4-9/16 x 4-9/16 x 10] 2020 JT Mojave Bump Stop Service Carton,,07/10/2025 16:18:00,Meriden Insurance Company,2282,01,Racks,01,004,AF,331,0
WV4462C1005/P,RHEEM  WATER HEATER VALVE NG POLYMER WEL,,07/24/2025 11:50:00,Meriden Insurance Company,2800,,,,,,2500,250
ANB-US23-1000,Annabella full kit USA,,07/10/2025 17:30:00,Meriden Insurance Company,2283,01,Racks,11,029,AB,360,0
NP-FW-24-DO,"Notpaper™ Towels Forest Walk 24 Count, Online

ASIN: B0CT69TGBC",N-09-26-24,07/22/2025 14:53:00,Meriden Insurance Company,2799,,,,,,19,1
